long_dist,lat_vel,Crash,Crash type,minTTC,PFS,CFS,reacted,ego_speed,perceived_gap,true_gap,perceived_lat_gap,true_lat_gap,perceived_lat_speed,true_lat_speed,perceived_speed,true_speed,entry_ego_speed,entry_perceived_gap,entry_true_gap,entry_perceived_lat_gap,entry_true_lat_gap,entry_perceived_lat_speed,entry_true_lat_speed,entry_perceived_speed,entry_true_speed
1,0.0,False,0,4.0,0.0,0.0,False,11.11111111111111,-3.874431971633176,-4.044444444444447,1.7370429753494716,1.6,0.0,0.0,5.555555555555555,5.555555555555555,,,,,,,,,
1,0.1,False,0,4.0,0.0,0.0,False,11.11111111111111,-1.9187114188558736,-4.044444444444447,1.2646542912920231,1.5,-0.1,-0.1,5.555555555555555,5.555555555555555,11.11111111111111,79.9554990089489,79.84444444444502,-0.3342971000645534,-0.00999999999999579,-0.1,-0.1,5.555555555555555,5.555555555555555
1,0.2,False,0,4.0,0.0,0.0,False,11.11111111111111,-1.8337964208790174,-4.044444444444447,1.492822754219175,1.4,-0.2,-0.2,5.555555555555555,5.555555555555555,11.11111111111111,36.71605855126214,35.40000000000023,0.09771183970723207,-0.019999999999997353,-0.2,-0.2,5.555555555555555,5.555555555555555
1,0.30000000000000004,False,0,3.633333333333333,0.0,0.0,False,11.11111111111111,-2.8480034859804144,-4.044444444444447,1.3552698798214724,1.3000000000000003,-0.30000000000000004,-0.30000000000000004,5.555555555555555,5.555555555555555,11.11111111111111,20.442515055184796,20.40000000000011,-0.009886847407399868,-0.020000000000001572,-0.30000000000000004,-0.30000000000000004,5.555555555555555,5.555555555555555
1,0.4,False,0,2.3,0.0,0.0,False,11.11111111111111,-4.264532193146898,-4.044444444444447,1.3772142148827466,1.2000000000000002,-0.4,-0.4,5.555555555555555,5.555555555555555,11.11111111111111,13.756469631938327,12.622222222222266,-0.0847409000226238,-6.661338147750939e-16,-0.4,-0.4,5.555555555555555,5.555555555555555
1,0.5,False,0,1.5,0.0,0.0,False,11.11111111111111,-2.9350260831244137,-4.044444444444447,1.500851841438216,1.1,-0.5,-0.5,5.555555555555555,5.555555555555555,11.11111111111111,9.308190048584645,8.177777777777788,0.1838926539775172,0.0,-0.5,-0.5,5.555555555555555,5.555555555555555
1,0.6000000000000001,False,0,0.9666666666666673,0.0,0.0,False,11.11111111111111,-3.882310533112279,-4.044444444444447,1.1428104328256734,1.0,-0.6000000000000001,-0.6000000000000001,5.555555555555555,5.555555555555555,11.11111111111111,6.170653170311316,5.399999999999996,-0.3319000818503435,-0.019999999999999574,-0.6000000000000001,-0.6000000000000001,5.555555555555555,5.555555555555555
1,0.7000000000000001,False,0,0.5857142857142865,0.0,0.0,False,11.11111111111111,-4.195083783938602,-4.044444444444447,0.9636618240600727,0.8999999999999999,-0.7000000000000001,-0.7000000000000001,5.555555555555555,5.555555555555555,11.11111111111111,4.244931549586693,3.177777777777771,0.17679453119762734,-0.009999999999999343,-0.7000000000000001,-0.7000000000000001,5.555555555555555,5.555555555555555
1,0.8,False,0,0.2999999999999997,0.0,0.0,False,11.11111111111111,-2.254003256577037,-4.044444444444447,1.1109094079279793,0.8000000000000003,-0.8,-0.8,5.555555555555555,5.555555555555555,11.11111111111111,2.016862519398802,1.5111111111111066,0.09425691854494644,-2.220446049250313e-16,-0.8,-0.8,5.555555555555555,5.555555555555555
1,0.9,False,0,0.07777777777777735,1.0,1.0,True,11.11111111111111,-3.5391009654075267,-4.044444444444447,0.8308458953454321,0.6999999999999997,-0.9,-0.9,5.555555555555555,5.555555555555555,11.11111111111111,1.343949070805155,0.3999999999999959,0.1322453657160927,-0.02000000000000024,-0.9,-0.9,5.555555555555555,5.555555555555555
1,1.0,True,1,0.0,1.0,1.0,True,11.11111111111111,-2.897232836554992,-4.044444444444447,0.8802689862395443,0.6000000000000001,-1.0,-1.0,5.555555555555555,5.555555555555555,11.11111111111111,0.41432993083265846,-0.7111111111111148,0.1664101575530781,0.0,-1.0,-1.0,5.555555555555555,5.555555555555555
1,1.1,True,1,0.0,1.0,1.0,True,11.11111111111111,-3.599665042857745,-4.044444444444447,0.7776669915069347,0.5000000000000004,-1.1,-1.1,5.555555555555555,5.555555555555555,11.11111111111111,-1.1174049448432006,-1.2666666666666684,-0.17902021655037959,-0.0499999999999996,-1.1,-1.1,5.555555555555555,5.555555555555555
1,1.2000000000000002,True,1,0.0,1.0,1.0,True,11.11111111111111,-2.424133396909043,-4.044444444444447,0.6436140613778711,0.3999999999999999,-1.2000000000000002,-1.2000000000000002,5.555555555555555,5.555555555555555,11.11111111111111,-0.5267688118987168,-1.8222222222222273,0.22613181396841409,-0.07999999999999963,-1.2000000000000002,-1.2000000000000002,5.555555555555555,5.555555555555555
1,1.3,True,1,0.0,1.0,1.0,True,10.35211111111111,-3.085709305742964,-4.246844444444446,0.5696493389217383,0.2999999999999998,-1.3,-1.3,5.555555555555555,5.555555555555555,10.35211111111111,-3.003798399493733,-2.807877777777777,-0.2670455221682988,-0.09000000000000008,-1.3,-1.3,5.555555555555555,5.555555555555555
1,1.4000000000000001,True,1,0.0,1.0,1.0,True,11.11111111111111,-2.496339091229447,-4.044444444444447,0.6198645801391365,0.19999999999999973,-1.4000000000000001,-1.4000000000000001,5.555555555555555,5.555555555555555,11.11111111111111,-1.27766933784756,-2.9333333333333362,0.2943026990616624,-0.08000000000000007,-1.4000000000000001,-1.4000000000000001,5.555555555555555,5.555555555555555
1,1.5,True,1,0.0,1.0,1.0,True,10.98461111111111,-3.472853965361149,-4.057094444444446,0.24284697310469783,0.10000000000000009,-1.5,-1.5,5.555555555555555,5.555555555555555,10.98461111111111,-2.8774274296450804,-3.5141888888888895,0.12768590415475956,-0.04999999999999982,-1.5,-1.5,5.555555555555555,5.555555555555555
1,1.6,True,1,0.0,1.0,1.0,True,11.11111111111111,-3.414236701796873,-4.044444444444447,0.1859906133280771,2.220446049250313e-16,-1.6,-1.6,5.555555555555555,5.555555555555555,11.11111111111111,-3.041593454768912,-3.4888888888888916,-0.012151585260174125,-0.1599999999999997,-1.6,-1.6,5.555555555555555,5.555555555555555
